id	user	icon	portrait	English	Japanese	Final Notes	pic	Filenames	Codes
				La gente de montaÑa del CÁucaso lo conocÍa como 'Tronco', y parecÍa agradable.	コーカサス地方の山の民は、;彼を「丸太さん」~と呼ぶ。;結構いい人そうだ。				
				Tronco lo sabÍa todo acerca de nuestro funesto cometido y accediÓ a llevarnos hasta el antiguo camino.	丸太さんは私の果たすべき使命を;すべて~把握しており、;古道の案内を引き受けて~くれた。				
				AÚn asÍ, nos dio la sensaciÓn que no estaba super emocionado con tal encomienda.	…明らかにノリノリではない感じだったが。				
LOGFELLA_TADPOL_WAITING	Logfella	AdventureUI/tweetIconBabelBook		El hombre de los bosques nos esperÓ en la ruta, al inicio del viejo camino.	丸太さんは古道を案内するために;待っていて~くれた。		12	008.jpg	U0D88
LOGFELLA_INTRO_CHASM	The Scythian	AdventureUI/tweetIconBabelBook		HabÍamos cruzado el abismo y nos sentimos super inteligentes.	崖に橋がかかった…これってやらかした系？		22	009.jpg	L0B9S
			adventureUI/megatomeItem	Le dijimos a Tronco que estÁbamos buscando un libro de magia siniestra conocido como El Megatomo.	私は丸太さんに、邪悪な呪術が宿る;~「絶世の大書」を取りに来たのだと伝えた。				
			adventureUI/megatomeItem	El Megatomo se ocultaba en algÚn lugar oscuro y encantado mÁs allÁ del precipicio, bajo el Mingi Taw.	絶世の大書は危難の崖の向こう側にある;~ミンギ・トウのさらに奥、;忌まわしき~暗闇の中にあるという。				
			adventureUI/megatomeItem	Decidimos ir a por El Megatomo y luego escapar con vida.	何としても絶世の大書を手に入れ、;生きて~戻ってくる。;そう決心した。				
LOGFELLA_BEFOREWALL	The Scythian		AdventureUI/keyItem	El hombre de los bosques confirmÓ al 100% que tenÍa la Única llave de la puerta cerrada del muro de piedra.	丸太さんは、石壁の扉を開ける鍵を;持って~いるのは自分しかいないのだと言った。				
			AdventureUI/keyItem	Era una llave realmente bonita.	すごくカッコイイ鍵だ。				
				EstÁbamos totalmente preparados para recorrer el camino a seguir y continuar andando sin descanso.	出立の準備は整った。;行き先にタップし~そのまま押し続ければ、;足はおのずと前へ前へ。				
LOGFELLA_POSTTONGUE	The Scythian		adventureUI/megatomeItem	El hombre de los bosques conocido como Tronco nos esperarÍa aquÍ a que volvieramos con El Megatomo.	丸太さんは私が絶世の大書を手に入れて;~戻るまでここで待つという。				
LOGFELLA_HINT_SITTINGDOWN	The Scythian	AdventureUI/tweetIconBabelBook		El hombre de los bosques conocido como Tronco habÍa elegido relajarse en un refugio de piedra cerca del Precipicio Peligroso.	丸太さんは私が戻るまで、;~危難の崖近くで待つという。				
				Tronco parecÍa saberlo todo acerca del repugnante arco iris y el glifo representando la espada que miraba hacia los cielos.	丸太さんは、石碑に刻まれた忌まわしき;虹と~空を向いた剣のことを知っている様子だ。				
				Y, sin embargo, Tronco ofreciÓ cero ayuda sobre quÉ hacer a continuaciÓn, lo cual nos desconcertÓ un poco para ser sinceros.	だが丸太さんは見て見ぬふりを決め込んで~いる。;これから何をすればいいのだろうか？;~顔には出さなかったがイラッときていた。				
LOGFELLA_WOLF_HINT	The Scythian	AdventureUI/tweetIconBabelBook		El hombre de los bosques vio algÚn tipo de monstruo espeluznante y supuso que era mejor dejarlo en nuestras manos.	彼は恐ろしい怪物をみてしまったから、;~そいつの相手を私にさせようという;魂胆~なのだろう。		26	010.jpg	Q1B00
LOGFELLA_DOWNSLOPE	The Scythian		adventureUI/megatomeItem	HabÍamos recuperado El Megatomo y Tronco estaba 100% listo para moverse a la seguridad de la morada.	絶世の大書を回収してきた。;丸太さんは~ナルハヤで;安全な山小屋まで帰りたいのか、~;はやる気持ちが足の歩みに出ていた。				
				Sentimos el acecho de una tormenta elÉctrica y, aÚn asÍ, comenzÓ a sonar una canciÓn en nuestros corazones.	激しい雷雨が訪れる気配がした。;その瞬間、~心の中でかすかに歌が響き始めた。				
LOGFELLA_CABINMEGATOME	The Scythian	AdventureUI/tweetIconBabelBook		A la luz de la tormenta que se avecinaba, Tronco admitiÓ en ese momento que tenÍa un poco de miedo.	雷鳴が轟きだすと、丸太さんは;何やら~ひとかたならぬ恐怖を感じていると;~私に告げた。				
				¿Estaba Tronco vacilÁndonos intencionadamente? #yes #no #maybe	丸太さんは私をビビらせたかったのだろうか？ #たぶん				
				En cualquier caso, lo mÁs inteligente era permanecer en el refugio durante algÚn tiempo.	何にしても、しばらくは;屋根のある所に~いたほうが良さそうだ。				
QUESTCOMPLETE_MEGATOME			adventureUI/megatomeItem	Conseguimos El Megatomo y nos sentimos los mÁs listos. #gotmegatome	絶世の大書を手に入れた。;「何コレ、スゴイ」~とつぶやいてみる。 #絶世の大書入手		40	011.jpg	81C1E
GIRL_AVATAR			AdventureUI/dudeDaughterIdle1						
ARCHETYPE_AVATAR			AdventureUI/dudeArchetypeIdle1						
ARCHETYPE_TUTORIAL	The Archetype	AdventureUI/tweetIconInfo							
	The Archetype			Damas y caballeros, ¿por quÉ no presionan sobre estos dos pequeÑos duendes silvanos para poder tener una idea de cÓmo suenan sus sistemas de sonido estÉreo?	紳士淑女の皆様ごきげんよう。;~まずは、ステレオの調子を;確認して~おきましょう。左右に漂う;小さな森の精を~タップしてもらえますか？				
	The Archetype			Desde nuestro experimento anterior en 2011, las redes sociales han demostrado ser catastrÓficas para la sociedad.	ソーシャルネットワークサポートは;~「スキタイのムスメ：音響的冒剣劇」の;結果に~対し、重要な役割を果たすということが;~私どもの研究によって明らかとなっています。				
				Esta vez alentamos el aislamiento y la reflexiÓn arrepentida.	情報発信機能は選択肢の一つとして;~用意されているだけですから、;利用しなくても~構いません。;~それから、使い過ぎにはご注意を…				
				Te estamos profundamente agradecidos por haber elegido participar en este tratamiento experimental para tratar la enfermedad aguda del alma.	この度は、私ども主催による;~「タマシイの~重大疾患」に関する;~臨床研究にご参加いただきまして、~;誠にありがとうございます。				
				DescubrirÁs que la primera sesiÓn de S:S&S EP es bastante sencilla. Generalmente sÓlo requiere de 15 - 30 minutos para completarla.	「スキムス」の初回セッションは;非常に~シンプルなもので、;所要時間も~およそ１５～３０分程度です。				
				¿Quieres comenzar? Presiona jugar y vamos a ello.	さて、よろしいですか？;準備が整ったら~ プレイボタンを押して;始めましょう。				
ARCHETYPE_FOUNDATION	The Archetype			Vamos a hablar sobre el conjunto y la configuración para una experiencia positiva con el altamente psicoactivo Superbrothers: Sword & Sworcery EP.	では、「スキタイのムスメ：音響的冒剣劇」の;~もたらす精神活性作用を有意義なものと;~するため、「心の状態」と;「環境」について;~お話ししましょう。				
				"""Conjunto"" se refiere al estado mental y estructura de personalidad que aportas a la experiencia - pensamientos, estados de ánimo y/o expectativas."	ここでいう「心の状態」とは、本作を;体験~していく際の精神状態や人格構造のことを;~指します。状況に対する思考、感情の起伏、;~そして結果への期待などですね。				
				Hemos descubierto que con una actitud relajada y curiosa es más probable disfrutar de una experiencia agradable con S:S&S EP.	私どもの研究によると、好奇心旺盛な方が;~リラックスした状態で体験する場合、;~「スキムス」を楽しんでいただける確率が~高い;との結果が出ています。				
				"""Configuración"" incluye la comodidad, seguridad y calidez de la habitación o ambiente al aire libre donde ocurrirá la experiencia."	「環境」は、第一に本作を体験する場所の;こと~ですね。快適で安全、心地よい部屋;~―もちろん野外でも結構ですが―~;が良いでしょう。				
				"El segundo aspecto de ""Configuración"" es el cultural, prevaleciendo nociones de realidad y normalidad. Evitaremos este tema por ahora."	そしてもちろん、文化的側面も含まれます。;~何を以て現実や正常とするかですね。;~この点については、;今は深入りしないことと~しましょう。				
				S:S&S EP no produce una experiencia transcendente, se trata simplemente de liberar el sistema nervioso de los patrones ordinarios.	「スキムス」は鮮烈な体験をお届けすること~;ではなく、いつもの日常から;あなたの精神を~解き放つことを目指して;開発されています。				
				"La conciencia expandida, el potencial sin explotar y sin límites de la mente, es lo que nosotros denominamos ""sworcery"", o ""espadachicería"" en castellano."	拡張された意識、あらゆる制限から;~解き放たれた精神の潜在能力…;~ここ、Superbrothersでは;それを~「ソーサリー」と呼んでいます。				
				La canción de espadachicería puede entenderse como una técnica psiónica que te permite percibir una realidad dentro de la realidad que ya conoces.	ソーサリーの歌を歌うと、;自分の考えている~通りに現実が;見えるようになります。;~超能力のようなものですね。				
				Para detener la canción de espadachicería en cualquier momento, simplemente toca dos veces en él aura espadachicera que rodea a la Escita.	ソーサリーの歌をやめるには、;~スキタイのムスメの周囲を包むソーサリーの;~オーラをダブルクリックしてみてください。				
				Una vez que hayas comenzado a cantar la canción de espadachicería, mantén presionado sobre él aura espadachicera y desliza para mirar alrededor.	歌が始まった後、周囲を見渡したくなったら、;~オーラをタップしたままドラッグしましょう。				
				Para cantar una canción de espadachicería en cualquier momento, mantén presionado sobre la Escita durante un momento y observa cómo crece el aura espadachicera.	ソーサリーの歌を始めるには、;~まずスキタイのムスメをタップし続けます。;~これで、ソーサリーのオーラが集まり始めます。				
				Como puedes ver, El Megatomo recoge y almacena transmisiones de pensamiento lingüístico. Desplaza hacia abajo para ver qué estaba pensando antes.	ご覧の通り、絶世の大書は;あらゆる思考を~収集して言語的に記述します。;下にスクロール~すれば、;私の思考をさかのぼって読めますよ。;				
ARCHETYPE_MEGATOMETUTORIAL	The Scythian		adventureUI/megatomeItem	"""Muy bien hecho, has aprendido la CanciÓn de EspadachicerÍa y ahora el insondable poder de El Megatomo es tuyo."""	「見事にソーサリーの歌を習得しましたね。;~これであなたは、絶世の大書が秘める;~深淵なる力を手に入れたわけです」		47	012.jpg	31E2F
			adventureUI/megatomeItem	"""El Megatomo intercepta transmisiones de pensamiento lingÜÍstico y contiene todo lo que necesitarÁs para completar tu funesto cometido."""	「絶世の大書はあらゆる思考を言語化して;~記録します。あなたが果たすべき使命を;~やり遂げるために必要な知識は、すべて;~その中に見つけることができるはずです」				
			adventureUI/megatomeItem	Se me acaba de ocurrir algo... ¿por quÉ no abres El Megatomo y descubres quÉ se oculta en mi mente?	「ふと思いついたんですが…;絶世の大書を~開いて私の項目を引き、;今私が考えている~ことを;調べてみるのはどうでしょうか？」				
				"""Busca un triÁngulo blanco en la esquina superior derecha... presiÓnalo y luego equipa El Megatomo para revelar quÉ estÁ oculto."""	「右上に白い三角形がありませんか？;~それをタップしてから絶世の大書を;手に取ってみて~ください。;すべてが明らかになるはずです。」				
LOGFELLA_STORM	The Scythian			El leÑador conocido como Tronco habÍa renunciado a cortar madera debido a la siniestra tormenta. #wetboots	ひどい嵐が来たので、;丸太さんは薪割りを~諦めたようだ。 #ブーツずぶ濡れ				
			adventureUI/megatomeItem	Tronco nos recordÓ cÓmo la tormenta habÍa comenzado poco despuÉs de que recuperaramos El Megatomo bajo el Mingi Taw.	丸太さんは、私がミンギ・トウの奥地から;~絶世の大書を持ち出した直後に;嵐がやって~来たと言った。				
				¿Acaso Tronco nos estaba sugiriendo sutilmente que tal vez deberÍamos intentar hacer algo para detener la tormenta? #yes #no #maybe	丸太さんのあからさまな物言いから察するに、;~おそらく私は嵐を止めるために;何かしたほうが~良いのだろう。 #たぶん				
GIRL_STORM	The Scythian			La chica de pelo oscuro conocida como Samae estaba bastante afligida. #woe	オトメちゃんと呼ばれる黒髪の少女も;~悲しそうだ。				
			gourd/gourd	Desde que comenzÓ la tormenta, Samae habÍa estado contemplando los espumosos sonidos de los duendes silvanos que dormÍan en los bosques cercanos.	どうも嵐が来て以来、;近くの森に眠る森の精が~「こだまの泡」を;噴きはじめたという。				
			gourd/gourd	Se preguntÓ si tal vez los tres duendes silvanos podrÍan ayudar a levantar la tormenta. #yes	オトメちゃんは、森の精が３匹集まれば;~きっと嵐を鎮められる、;と信じているようだ。				
			gourd/gourd	Nos pidiÓ que investigÁramos Él espumoso sonido que burbujeaba fuera del estanque de aguas profundas frente a la cabaÑa.	小屋の前にある大きな池にもこだまの泡が;~立ち上っているから、;調べてほしいと~頼まれた。				
			gourd/gourd	Samae hablÓ de un duende en un prado cercano y de otro en un nido que era el hogar de tres pÁjaros cantores empapados por la lluvia.	オトメちゃんによれば、近くの草原と、;~それから雨に濡れた３羽のツグミが;身を~寄せていた巣箱のところでも;こだまの泡が~立ち上っているのを見たという。				
			gourd/gourd	"Samae nos dijo que buscÁramos el espumoso sonido de estos tres duendes silvanos, y que los enviÁramos hacia los cielos usando la canciÓn de espadachicerÍa."	どうやら彼女は、;この３か所でこだまの泡を~探し、;ソーサリーの歌で空に還してほしいと;~願っているようだ。				
ARCHETYPE_SWORCERY	The Archetype			"""Ha llegado el momento de aprender la CanciÓn de EspadachicerÍa, una tÉcnica de expansiÓn de la conciencia que revela una dimensiÓn musical mÍstica."""	「ついにソーサリーの歌を習得する時が;~来ました。これは意識を拡張させて、;~音楽の力で内に眠る神秘的な力を;引き出す~手法です」				
			gourd/gourd	"""MantÉn la calma y sigue mis instrucciones para invocar al duende silvano que duerme tranquilamente en las frÍas aguas del estanque de aguas profundas."""	「落ち着いて私の指示をよく聞いてください。;~これから池で静かに眠る森の精を;~召喚します」				
ARCHETYPE_TADPOLES	The Archetype			Era 100% obvio que el hombre extraÑamente ataviado esperaba que hiciÉramos algo, pero no tenÍamos ni idea de quÉ.	あの変な格好の男が我々に何かして;欲しがって~いるのは間違いなさそうです。;~何を期待してるのかは謎ですが。				
			gourd/gourd	"""¿Ves el espumoso sonido del estanque de aguas profundas? Un duende silvano duerme tranquilamente allÍ y debes invocarlo."""	「池にあるこだまの泡は見ましたか？;~森の精はあそこでグッスリ眠っています。;~何とかして召喚しないといけませんね」				
			gourd/gourd	"""Canta una CanciÓn de EspadachicerÍa en cualquier momento pulsando y manteniendo sobre la Escita para acceder a una realidad dentro de la realidad que conoces."""	ソーサリーの歌を始めるには、;~スキタイのムスメに触れ続けてください。;~これで、隠された現実の扉が;開かれるはずです。				
			gourd/gourd	"""GuÍa las dos pequeÑas cosas nadadoras hacia donde duerme el duende y luego envÍalo hacia los cielos con tres toques de espadachicerÍa."""	「池で泳いでいるモノを２匹、;森の精が~寝ている場所へ導いてください。;後は起こした~森の精に３度触れば;空に還せます」		49	013.jpg	61D3A
GIRL_LOSTKEY	The Scythian			Samae se mantenÍa a salvo de la lluvia bajo el ancho techo de madera del pozo.	井戸を覆う立派な屋根の下でオトメちゃんが;~雨宿りしている。				
				HabÍa abandonado la comodidad del hogar en la cabaÑa porque, al parecer, Tronco estaba desvariando por una cosa u otra.	小屋の焚き火にあたっていれば;温かい~だろうに…どうも丸太さんが;えらく~取り乱しているようだ。				
INFO_BIRDEYESCULPTURE	The Scythian			Miramos la escultura de un pÁjaro enfadado que se cernÍa sobre el prado. #subtlereference	草原を見下ろすように;「怒れる鳥」の像が~あった。 #あのゲーム		6	014.jpg	F1D48
INFO_MEADOWSHEEP	The Scythian			Observamos a unas cuantas ovejas insignificantes holgazaneando por el prado. #worthlesssheep	草原では、羊が何頭か草を食べていた。;~どうということのない景色だ。				
INFO_CABINSHEEP	The Scythian			Otra oveja insignificante, ¿por quÉ seguimos mirÁndolas? #worthlesssheep	またしても羊のどうということのない景色。;~私は何で羊を眺め続けているのだろう？				
INFO_MEADOWSUN	The Scythian			Podemos recordar vÍvidamente cuÁn impresionante parecÍa el sol en ese primer dÍa de primavera.	春の日に降り注ぐ日光の清々しさ… ;~今でも鮮明に思い出せる。				
INFO_MEADOWGATE	The Scythian			En el prado habÍa una puerta de hierro inamovible bloqueando el paso a una gruta cavernosa.	草原には洞くつへ続く道があった。;だが分厚い~鉄の扉に遮られて入ることは;できなかった。				
INFO_MEADOWGATEACTIVE	The Scythian			En el prado habÍa una puerta de hierro y tuvimos la sensaciÓn de que, tal vez, podrÍamos abrirla de alguna manera.	草原には洞くつの入口を塞ぐ鉄の扉がある。;~やり方さえ分かれば;開けられるような~気がした…;当たり前か。				
INFO_MEADOWGATETRIGONACTIVE	The Scythian			Descubrimos un nosequÉ con forma de Trigon de Oro sobre la puerta de hierro, ¿tal vez reaccionarÍa a nuestra CanciÓn de EspadachicerÍa?	扉の上にはトライゴン的な形をした;黄金色の~何かがあった。;ソーサリーの歌に反応する~かも…？				
INFO_MEADOWGATETRIGON	The Scythian			Descubrimos algo raro sobre la puerta de hierro.	鉄扉の上部にはなんか変なモノがついている。				
INFO_LOCKEDDOORSTONEWALL	The Scythian			La puerta cerrada en el muro de piedra bloqueaba el antiguo paso al Mingi Taw y, al parecer, la llave estaba perdida en los sueÑos.	ミンギ・トウの古道に続く石壁の扉は;~閉じられたままだ。;どうも丸太さんは;夢の中に~鍵を落としてきたようだ。				
INFO_LOOMINGBIRDSCULPTURES	The Scythian			Miramos la escultura de un pÁjaro enfadado que se cernÍa sobre el prado. #subtlereference	草原を見下ろすように;「怒れる鳥」の像が~あった。 #あのゲーム				
INFO_MEADOWSUNSTICK	The Scythian			Miramos un palo de aspecto extraÑo con vistas al prado.	草原を監視するかのように変な形の棒が;~立っていた。				
INFO_CABINWELL	The Scythian			Descubrimos un pozo de agua sÓlidamente construido con un amplio techo de madera.	がっしりとした屋根に覆われた見事な作りの;~井戸があった。				
INFO_UNWELLWELL	The Scythian			El pozo parecÍa estar indispuesto. #unwell #well	まいどおなじみ井戸である。#まいど井戸				
INFO_WELLNESS	The Scythian			Bien estÁ lo que bien acaba. #unwell #well #welfare	井戸の底は冥土のように明度が低そうだ。 #井戸冥土明度				
INFO_WELLWHITESTAG	The Scythian			LARGA VIDA A LA NUEVA CARNE	新人間よ、永遠なれ。				
ARCHETYPE_UNWELLWELLOUTRO	The Archetype								
INFO_CABINCHIMNEY	The Scythian			Vimos una robusta cabaÑa de piedra con techo de paja junto a un estanque de aguas profundas.	深く澄んだ池のほとりに、;しっかりとした~作りの山小屋があった。				
INFO_CABINWOODPILE	The Scythian			Descubrimos una pila de leÑa cortada, no es para tanto.	薪木が山のように積み重ねてある。;~まあ、普通の光景だ。				
INFO_SPUME	The Scythian			Encontramos el sutil sonido espumoso de un duende adormilado. Y ahora... ¿cÓmo lo invocamos?	こだまの泡を見つけた。;ここに森の精が~眠っているのか。;~さて…どうやって召喚すれば？				
INFO_NESTBOX	The Scythian			Descubrimos una pajarera de apariencia curiosa, ahora hogar de una desafortunada colmena.	変わった形をした巨大な巣箱だ。;~「つぶやけば、さらばつぶやき返されん」;~と碑文が~刻まれている。		13	015.jpg	B1C5F
INFO_NESTBOXWEATHERED	The Scythian			Miramos una pajarera de apariencia desgastada que parecÍa una cara de aspecto espeluznante.	古びた巣箱だ。どことなく顔っぽく見える。				
INFO_FLAGPOLELOGBRIDGE	The Scythian			A horcajadas de un puente de trÁnsito del viejo camino habÍa un asta de bandera adornado con crÁneos sombrÍos.	古道にかかる長い橋の手前に、;いかめしい~骸骨のような物が飾り付けられた;不気味な~旗竿が立っていた。				
INFO_GOLDTRIGONALTAR	The Scythian			MÁs allÁ de la gruta cavernosa del prado nos encontramos con una arboleda aislada llena de extraÑas estructuras de piedra.	草原から洞くつを抜け、たどり着いたのは;~ひっそりとした森だった。;いくつかあった~石碑から;不思議なオーラを感じた。				
			Archetype/trifecta	... ¿Era una Arboleda Trigon? #trigongrove	…これが…トライゴンの森なのか？ #トライゴンの森		93	016.jpg	B1D6J
			triangle/Triangle	Mientras estÁbamos al lado de la primera estructura de piedra, pensamos en el Trigon de Oro y sentimos cÓmo se agitaba nuestra espada.	一番近くにある石碑の前に立つと、;~黄金のトライゴンのことが頭に浮かんだ。;~剣が…震えた気がする。				
INFO_DARKTRIGONALTAR	The Scythian			En la Arboleda Trigon habÍa otra estructura de piedra desgastada y enmohecida. #darkmoontrigon	トライゴンの森には、;風雨にさらされ~古くなった石碑があった。 #暗月のトライゴン				
				Nos preguntamos quÉ pasarÍa si golpeÁramos la estructura de piedra con nuestra espada.	この石碑、;剣を打ち付けたらどうなる~だろう…？				
INFO_BRIGHTTRIGONALTAR	The Scythian			En la Arboleda Trigon habÍa otra estructura de piedra con un glifo circular que hacÍa referencia a la Luna Brillante. #brightmoontrigon	トライゴンの森には、;明月を表す円が刻まれた~石碑があった。 #明月のトライゴン				
				Nos preguntamos quÉ pasarÍa si golpeÁramos la estructura de piedra con nuestra espada.	この石碑、;剣を打ち付けたらどうなる~だろう…？				
INFO_STONEHEAD	The Scythian			En el Precipicio Peligroso habÍa una enorme escultura tallada en la roca, de aspecto familiar y con la boca entreabierta.	岩を削り出したのだろうか？;危難の崖には~見覚えのある形をした、;巨大な頭の像が~あった。;口はポカンと開いている。		24	017.jpg	61B76
INFO_STONEHEADSHUT	The Scythian			En el Precipio Peligroso habÍa una enorme escultura tallada en la roca y de aspecto familiar.	岩を削り出したのだろうか？;危難の崖には、~見覚えのある形をした;巨大な頭の像があった。				
INFO_STONEHEADFLAGPOLE	The Scythian			En lo alto de una enorme escultura tallada en la roca se alzaba una sombrÍa bandera asombrosamente adornada con calaveras de aspecto amenazante, o algo parecido.	岩の頭像の上には、;いかめしい骸骨のような~物が飾り付けられた;不気味な旗竿が~立っていた。				
INFO_CHASMSTONESHELTER	The Scythian			A un lado del Precipicio Peligroso se alzaba una especie de dolmen que custodiaba dos asientos de piedra de aspecto cÓmodo.	危難の崖近くには;支石墓のように石が積み~上げられ、;座り心地の良さそうな２つの石を;~雨から守っている。		25	018.jpg	O1C8M
INFO_SKULLPOLE	The Scythian			A horcajadas de un puente raquÍtico se alzaba un asta sombrÍo adornado de forma espeluznante con un crÁneo astado.	オンボロ橋の端には;角つきの骸骨を~飾りつけた、;不気味な棒が突き立ててある。				
INFO_TRIFECTASYMBOL	The Scythian			Sobre la entrada rocosa de un templo en la montaÑa divisamos una representaciÓn pictogrÁfica del Trigon Trifecta.	石造りの寺院入り口に、;トライ~ゴン・トライフェクタを表す;象形文字が刻まれていた。				
INFO_MOUNTAINGATE	The Scythian			En la profundidad del templo de la montaÑa divisamos una puerta de hierro inamovible. MÁs allÁ podÍamos ver el nublado paisaje montaÑoso del Mingi Taw.	山岳寺院の奥深くで、;固く閉ざされた~鉄の扉を見つけた。;ここを進めば~ミンギ・トウからの眺望が;堪能できそうだが。				
INFO_MOUNTAINGATETRIGON	The Scythian			En la profundidad del templo de la montaÑa, por encima de un pasaje elevado, contemplamos tres extraÑas formas triangulares.	山岳寺院の奥深くにある通路の上で、;~三角形のような形が３つ並んだ;不思議な印を~見つけた。				
INFO_MOUNTAINGATETRIGONACTIVE	The Scythian			En la profundidad del templo de la montaÑa, por encima de un pasaje elevado, contemplamos el icono del Trigon Trifecta.	山岳寺院の奥深くにある通路の上で、;~トライゴン・トライフェクタの印を見つけた。				
